draw,datetime,bets,ticketCount,price,jackpot_kop,superPrizeWon,s1_part,s2_part,w4of5,a4of5,w3of5,a3of5,w2of5,a2of5,summPayed
139205,2025-06-17T06:30:30+0300,1841,1500,70,1509126150,False,0,0,0,0,15,700,256,140,46340
139206,2025-06-17T07:00:30+0300,1628,1424,70,1510008150,False,0,0,0,0,25,700,192,140,44380
139207,2025-06-17T07:30:30+0300,2706,2117,70,1511012650,False,0,0,1,7000,42,700,314,140,80360
139208,2025-06-17T07:45:30+0300,1023,894,70,1511245400,False,0,0,1,7000,13,700,117,140,32480
139209,2025-06-17T08:00:30+0300,966,891,70,1512014700,False,0,0,0,0,9,700,118,140,22820
139210,2025-06-17T08:30:30+0300,2890,2378,70,1514322600,False,0,0,0,0,28,700,347,140,68180
139211,2025-06-17T09:00:30+0300,2325,1996,70,1516588850,False,0,0,0,0,19,700,255,140,49000
139212,2025-06-17T09:30:30+0300,2003,1703,70,1518820800,False,0,0,0,0,12,700,213,140,38220
139213,2025-06-17T09:45:30+0300,1192,998,70,1518928600,False,0,0,0,0,23,700,172,140,40180
139214,2025-06-17T10:00:30+0300,1297,1016,70,1519479850,False,0,0,0,0,17,700,183,140,37520
139215,2025-06-17T10:30:30+0300,2108,1818,70,1520067850,False,0,0,2,7000,22,700,257,140,65380
139216,2025-06-17T11:00:30+0300,2323,1904,70,1521515800,False,0,0,1,7000,26,700,253,140,60620
139217,2025-06-17T11:30:30+0300,2307,1955,70,1522267950,False,0,0,2,7000,23,700,285,140,70000
139218,2025-06-17T11:45:30+0300,1326,1120,70,1522218950,False,0,0,1,7000,24,700,165,140,46900
139219,2025-06-17T12:00:30+0300,1342,1081,70,1521931950,False,0,0,1,7000,29,700,161,140,49840
139220,2025-06-17T12:30:30+0300,2093,1734,70,1522316600,False,0,0,1,7000,35,700,259,140,67760
139221,2025-06-17T13:00:30+0300,2240,1802,70,1523923800,False,0,0,1,7000,17,700,261,140,55440
139222,2025-06-17T13:30:30+0300,2074,1777,70,1524389300,False,0,0,1,7000,30,700,271,140,65940
139223,2025-06-17T13:45:30+0300,1241,1024,70,1524266800,False,0,0,1,7000,23,700,154,140,44660
139224,2025-06-17T14:00:30+0300,1114,984,70,1524869500,False,0,0,0,0,15,700,142,140,30380
139225,2025-06-17T14:30:30+0300,2367,1884,70,1527003450,False,0,0,0,0,24,700,254,140,52360
139226,2025-06-17T15:00:30+0300,2208,1842,70,1527562050,False,0,0,2,7000,22,700,285,140,69300
139227,2025-06-17T15:30:30+0300,2157,1802,70,1528720900,False,0,0,0,0,32,700,261,140,58940
139228,2025-06-17T15:45:30+0300,1288,1092,70,1528858100,False,0,0,2,7000,13,700,143,140,43120
139229,2025-06-17T16:00:30+0300,1305,1151,70,1529683750,False,0,0,1,7000,6,700,162,140,33880
139230,2025-06-17T16:30:30+0300,2339,1996,70,1530279100,False,0,0,2,7000,33,700,259,140,73360
139231,2025-06-17T17:00:30+0300,2214,1836,70,1530725000,False,0,0,2,7000,28,700,268,140,71120
139232,2025-06-17T17:30:30+0300,1964,1717,70,1532106800,False,0,0,0,0,25,700,225,140,49000
139233,2025-06-17T17:45:30+0300,1043,949,70,1532849150,False,0,0,0,0,11,700,130,140,25900
139234,2025-06-17T18:00:30+0300,1136,997,70,1533397950,False,0,0,1,7000,13,700,113,140,31920
139235,2025-06-17T18:30:30+0300,1806,1611,70,1533892850,False,0,0,0,0,35,700,226,140,56140
139236,2025-06-17T19:00:30+0300,2091,1845,70,1534772400,False,0,0,1,7000,21,700,278,140,60620
139237,2025-06-17T19:30:30+0300,1947,1679,70,1535867550,False,0,0,1,7000,24,700,205,140,52500
139238,2025-06-17T19:45:30+0300,1311,1050,70,1536649100,False,0,0,1,7000,12,700,138,140,34720
139239,2025-06-17T20:00:30+0300,1180,1002,70,1535739100,False,0,0,3,7000,12,700,150,140,50400
139240,2025-06-17T20:30:30+0300,2101,1784,70,1534902600,False,0,0,3,7000,28,700,295,140,81900
139241,2025-06-17T21:00:30+0300,2242,1847,70,1536593100,False,0,0,0,0,22,700,278,140,54320
139242,2025-06-17T21:30:30+0300,2021,1704,70,1537957750,False,0,0,0,0,28,700,226,140,51240
139243,2025-06-17T21:45:30+0300,1153,1011,70,1537835250,False,0,0,1,7000,22,700,137,140,41580
139244,2025-06-17T22:00:30+0300,1058,960,70,1539074950,False,0,0,0,0,8,700,98,140,19320
139245,2025-06-17T22:30:30+0300,1716,1443,70,1540005950,False,0,0,0,0,32,700,174,140,46760
139246,2025-06-17T23:00:30+0300,1682,1423,70,1541079050,False,0,0,0,0,24,700,191,140,43540
139247,2025-06-17T23:30:30+0300,1346,1159,70,1542279550,False,0,0,0,0,11,700,159,140,29960
139248,2025-06-17T23:45:30+0300,728,641,70,1543004750,False,0,0,0,0,9,700,63,140,15120
139249,2025-06-18T00:00:30+0300,559,515,70,1543619700,False,0,0,0,0,5,700,52,140,10780
139250,2025-06-18T00:30:30+0300,1198,1031,70,1544712400,False,0,0,0,0,13,700,123,140,26320
139251,2025-06-18T01:00:30+0300,806,741,70,1545246500,False,0,0,0,0,11,700,92,140,20580
139252,2025-06-18T01:30:30+0300,706,613,70,1545731600,False,0,0,0,0,9,700,82,140,17780
139253,2025-06-18T01:45:30+0300,409,320,70,1546312250,False,0,0,0,0,2,700,33,140,6020
139254,2025-06-18T02:00:30+0300,420,324,70,1546158250,False,0,0,1,7000,3,700,51,140,16240
139255,2025-06-18T02:30:30+0300,571,491,70,1545272750,False,0,0,1,7000,12,700,96,140,28840
139256,2025-06-18T03:00:30+0300,636,429,70,1546046950,False,0,0,0,0,4,700,60,140,11200
139257,2025-06-18T03:30:30+0300,651,564,70,1546710900,False,0,0,0,0,5,700,70,140,13300
139258,2025-06-18T03:45:30+0300,274,261,70,1546735400,False,0,0,0,0,6,700,36,140,9240
139259,2025-06-18T04:00:30+0300,303,272,70,1546948550,False,0,0,0,0,3,700,39,140,7560
139260,2025-06-18T04:30:30+0300,651,552,70,1546679050,False,0,0,1,7000,11,700,77,140,25480
139261,2025-06-18T05:00:30+0300,616,558,70,1547169050,False,0,0,0,0,10,700,54,140,14560
139262,2025-06-18T05:30:30+0300,827,764,70,1545723550,False,0,0,3,7000,9,700,115,140,43400
139263,2025-06-18T05:45:30+0300,485,430,70,1546255200,False,0,0,0,0,5,700,42,140,9380
139264,2025-06-18T06:00:30+0300,578,456,70,1547004900,False,0,0,0,0,3,700,53,140,9520
139265,2025-06-18T06:30:30+0300,1384,1160,70,1547034300,False,0,0,3,7000,8,700,153,140,48020
139266,2025-06-18T07:00:30+0300,1383,1131,70,1547845250,False,0,0,0,0,17,700,178,140,36820
139267,2025-06-18T07:30:30+0300,2299,1821,70,1548381800,False,0,0,2,7000,21,700,315,140,72800
139268,2025-06-18T07:45:30+0300,975,872,70,1548210300,False,0,0,1,7000,17,700,121,140,35840
139269,2025-06-18T08:00:30+0300,975,867,70,1549266250,False,0,0,0,0,9,700,91,140,19040
139270,2025-06-18T08:30:30+0300,2289,1872,70,1550934700,False,0,0,0,0,23,700,287,140,56280
139271,2025-06-18T09:00:30+0300,2197,1684,70,1553357750,False,0,0,0,0,24,700,182,140,42280
139272,2025-06-18T09:30:30+0300,2168,1578,70,1554984550,False,0,0,1,7000,18,700,236,140,52640
139273,2025-06-18T09:45:30+0300,1298,990,70,1554445550,False,0,0,4,7000,7,700,128,140,50820
139274,2025-06-18T10:00:30+0300,1341,1096,70,1555780800,False,0,0,0,0,12,700,139,140,27860
139275,2025-06-18T10:30:30+0300,2279,1846,70,1557620750,False,0,0,0,0,25,700,257,140,53480
139276,2025-06-18T11:00:30+0300,2121,1764,70,1557789800,False,0,0,2,7000,32,700,253,140,71820
139277,2025-06-18T11:30:30+0300,2072,1751,70,1558720800,False,0,0,1,7000,32,700,213,140,59220
139278,2025-06-18T11:45:30+0300,1304,1050,70,1557222800,False,0,0,4,7000,17,700,148,140,60620
139279,2025-06-18T12:00:30+0300,1185,987,70,1557783850,False,0,0,0,0,18,700,149,140,33460
139280,2025-06-18T12:30:30+0300,2079,1674,70,1558134200,False,0,0,1,7000,29,700,289,140,67760
139281,2025-06-18T13:00:30+0300,1990,1638,70,1559520900,False,0,0,0,0,26,700,226,140,49840
139282,2025-06-18T13:30:30+0300,1999,1672,70,1561527450,False,0,0,0,0,16,700,215,140,41300
139283,2025-06-18T13:45:30+0300,1450,991,70,1556928450,False,0,0,6,7000,42,700,181,140,96740
139284,2025-06-18T14:00:30+0300,1256,951,70,1558231850,False,0,0,0,0,13,700,116,140,25340
139285,2025-06-18T14:30:30+0300,1850,1525,70,1558056850,False,0,0,1,7000,37,700,240,140,66500
139286,2025-06-18T15:00:30+0300,1982,1597,70,1559423950,False,0,0,1,7000,20,700,206,140,49840
139287,2025-06-18T15:30:30+0300,1909,1580,70,1560034000,False,0,0,2,7000,17,700,230,140,58100
139288,2025-06-18T15:45:30+0300,1209,993,70,1560585250,False,0,0,0,0,21,700,141,140,34440
139289,2025-06-18T16:00:30+0300,1426,1017,70,1562011150,False,0,0,0,0,15,700,136,140,29540
139290,2025-06-18T16:30:30+0300,1873,1568,70,1562601600,False,0,0,1,7000,25,700,233,140,57120
139291,2025-06-18T17:00:30+0300,1831,1506,70,1562542100,False,0,0,0,0,41,700,257,140,64680
139292,2025-06-18T17:30:30+0300,1722,1471,70,1564075800,False,0,0,0,0,12,700,214,140,38360
139293,2025-06-18T17:45:30+0300,1119,901,70,1564739750,False,0,0,0,0,16,700,132,140,29680
139294,2025-06-18T18:00:30+0300,987,849,70,1565090100,False,0,0,0,0,17,700,126,140,29540
139295,2025-06-18T18:30:30+0300,1794,1514,70,1567133400,False,0,0,0,0,13,700,175,140,33600
139296,2025-06-18T19:00:30+0300,2139,1801,70,1568130550,False,0,0,1,7000,25,700,258,140,60620
139297,2025-06-18T19:30:30+0300,1955,1682,70,1568598500,False,0,0,2,7000,23,700,226,140,61740
139298,2025-06-18T19:45:30+0300,1220,1094,70,1570303700,False,0,0,0,0,5,700,106,140,18340
139299,2025-06-18T20:00:30+0300,1109,982,70,1571158750,False,0,0,0,0,8,700,150,140,26600
139300,2025-06-18T20:30:30+0300,2003,1754,70,1572851700,False,0,0,0,0,17,700,243,140,45920
139301,2025-06-18T21:00:30+0300,2129,1743,70,1572393200,False,0,0,2,7000,41,700,260,140,79100
139302,2025-06-18T21:30:30+0300,1743,1579,70,1573723550,False,0,0,0,0,21,700,195,140,42000
139303,2025-06-18T21:45:30+0300,1378,1189,70,1574835850,False,0,0,0,0,16,700,151,140,32340
139304,2025-06-18T22:00:30+0300,1300,1123,70,1575698250,False,0,0,0,0,20,700,137,140,33180
139305,2025-06-18T22:30:30+0300,1950,1664,70,1576300950,False,0,0,2,7000,24,700,206,140,59640
139306,2025-06-18T23:00:30+0300,1769,1517,70,1577695000,False,0,0,1,7000,15,700,175,140,42000
139307,2025-06-18T23:30:30+0300,1601,1229,70,1579755450,False,0,0,0,0,10,700,140,140,26600
139308,2025-06-18T23:45:30+0300,686,654,70,1580230750,False,0,0,0,0,5,700,98,140,17220
139309,2025-06-19T00:00:30+0300,631,546,70,1580345900,False,0,0,0,0,12,700,86,140,20440
139310,2025-06-19T00:30:30+0300,1514,1064,70,1581742400,False,0,0,0,0,15,700,161,140,33040
139311,2025-06-19T01:00:30+0300,814,728,70,1581884500,False,0,0,1,7000,9,700,94,140,26460
139312,2025-06-19T01:30:30+0300,795,692,70,1582156450,False,0,0,0,0,9,700,126,140,23940
139313,2025-06-19T01:45:30+0300,380,340,70,1582519050,False,0,0,0,0,3,700,43,140,8120
139314,2025-06-19T02:00:30+0300,376,354,70,1581301050,False,0,0,2,7000,7,700,46,140,25340
139315,2025-06-19T02:30:30+0300,538,498,70,1581550950,False,0,0,0,0,12,700,49,140,15260
139316,2025-06-19T03:00:30+0300,462,420,70,1581800850,False,0,0,0,0,9,700,45,140,12600
139317,2025-06-19T03:30:30+0300,625,448,70,1582371700,False,0,0,0,0,2,700,88,140,13720
139318,2025-06-19T03:45:30+0300,304,289,70,1582343700,False,0,0,0,0,6,700,48,140,10920
139319,2025-06-19T04:00:30+0300,295,270,70,1582449050,False,0,0,0,0,7,700,28,140,8820
139320,2025-06-19T04:30:30+0300,627,570,70,1582907200,False,0,0,0,0,9,700,65,140,15400
139321,2025-06-19T05:00:30+0300,756,639,70,1583495200,False,0,0,0,0,10,700,79,140,18060
139322,2025-06-19T05:30:30+0300,907,754,70,1584276750,False,0,0,0,0,8,700,107,140,20580
139323,2025-06-19T05:45:30+0300,371,346,70,1584175250,False,0,0,0,0,9,700,55,140,14000
139324,2025-06-19T06:00:30+0300,502,447,70,1584513350,False,0,0,0,0,7,700,56,140,12740
139325,2025-06-19T06:30:30+0300,1418,1032,70,1583190350,False,0,0,1,7000,31,700,244,140,62860
139326,2025-06-19T07:00:30+0300,1266,1063,70,1583401050,False,0,0,1,7000,18,700,155,140,41300
139327,2025-06-19T07:30:30+0300,1854,1624,70,1584140950,False,0,0,0,0,32,700,228,140,54320
139328,2025-06-19T07:45:30+0300,1101,804,70,1577494450,False,0,0,5,7000,59,700,205,140,105000
139329,2025-06-19T08:00:30+0300,871,770,70,1577531200,False,0,0,0,0,20,700,114,140,29960
139330,2025-06-19T08:30:30+0300,2038,1712,70,1578231900,False,0,0,1,7000,24,700,268,140,61320
139331,2025-06-19T09:00:30+0300,1848,1578,70,1579623500,False,0,0,0,0,18,700,230,140,44800
139332,2025-06-19T09:30:30+0300,1975,1726,70,1580091450,False,0,0,1,7000,29,700,251,140,62440
139333,2025-06-19T09:45:30+0300,1239,1063,70,1580402600,False,0,0,0,0,25,700,153,140,38920
139334,2025-06-19T10:00:30+0300,1272,1026,70,1581794200,False,0,0,0,0,11,700,121,140,24640
139335,2025-06-19T10:30:30+0300,2009,1710,70,1582953050,False,0,0,0,0,29,700,239,140,53760
139336,2025-06-19T11:00:30+0300,1873,1556,70,1583690500,False,0,0,0,0,30,700,243,140,55020
139337,2025-06-19T11:30:30+0300,2009,1658,70,1584917950,False,0,0,0,0,26,700,247,140,52780
139338,2025-06-19T11:45:30+0300,1083,957,70,1585973900,False,0,0,0,0,9,700,118,140,22820
139339,2025-06-19T12:00:30+0300,1212,1017,70,1587032300,False,0,0,0,0,10,700,145,140,27300
139340,2025-06-19T12:30:30+0300,2001,1675,70,1588494950,False,0,0,0,0,25,700,226,140,49140
139341,2025-06-19T13:00:30+0300,2063,1805,70,1589080500,False,0,0,0,0,32,700,296,140,63840
139342,2025-06-19T13:30:30+0300,2215,1783,70,1589430850,False,0,0,2,7000,32,700,258,140,72520
139343,2025-06-19T13:45:30+0300,1418,1201,70,1590396150,False,0,0,0,0,16,700,176,140,35840
139344,2025-06-19T14:00:30+0300,1306,1070,70,1590969450,False,0,0,1,7000,9,700,173,140,37520
139345,2025-06-19T14:30:30+0300,2227,1728,70,1592309600,False,0,0,0,0,27,700,285,140,58800
139346,2025-06-19T15:00:30+0300,2555,2056,70,1592944150,False,0,0,1,7000,43,700,309,140,80360
139347,2025-06-19T15:30:30+0300,2406,1851,70,1594066250,False,0,0,1,7000,28,700,297,140,68180
139348,2025-06-19T15:45:30+0300,1530,1225,70,1594365150,False,0,0,1,7000,26,700,172,140,49280
139349,2025-06-19T16:00:30+0300,1310,1025,70,1595359850,False,0,0,0,0,15,700,151,140,31640
139350,2025-06-19T16:30:30+0300,2254,1693,70,1596462350,False,0,0,1,7000,20,700,301,140,63140
139351,2025-06-19T17:00:30+0300,2294,1780,70,1597594250,False,0,0,1,7000,26,700,278,140,64120
139352,2025-06-19T17:30:30+0300,2423,1791,70,1598934400,False,0,0,1,7000,30,700,269,140,65660
139353,2025-06-19T17:45:30+0300,1489,1143,70,1600612650,False,0,0,0,0,12,700,141,140,28140
139354,2025-06-19T18:00:30+0300,1417,1233,70,1601516700,False,0,0,0,0,20,700,162,140,36680
139355,2025-06-19T18:30:30+0300,2219,1941,70,1600813200,False,0,0,3,7000,37,700,270,140,84700
139356,2025-06-19T19:00:30+0300,2138,1817,70,1600857300,False,0,0,3,7000,29,700,235,140,74200
139357,2025-06-19T19:30:30+0300,2232,1936,70,1600886700,False,0,0,0,0,45,700,330,140,77700
139358,2025-06-19T19:45:30+0300,1302,1195,70,1602234200,False,0,0,0,0,9,700,143,140,26320
139359,2025-06-19T20:00:30+0300,1485,1230,70,1602223700,False,0,0,2,7000,17,700,187,140,52080
139360,2025-06-19T20:30:30+0300,2497,1924,70,1603500150,False,0,0,0,0,39,700,299,140,69160
139361,2025-06-19T21:00:30+0300,2128,1834,70,1602926150,False,0,0,4,7000,31,700,218,140,80220
139362,2025-06-19T21:30:30+0300,2287,1899,70,1605138500,False,0,0,0,0,24,700,226,140,48440
139363,2025-06-19T21:45:30+0300,1218,1027,70,1605780400,False,0,0,0,0,17,700,154,140,33460
139364,2025-06-19T22:00:30+0300,1198,1090,70,1605535400,False,0,0,2,7000,16,700,137,140,44380
139365,2025-06-19T22:30:30+0300,1968,1741,70,1604849400,False,0,0,2,7000,35,700,266,140,75740
139366,2025-06-19T23:00:30+0300,1744,1483,70,1605241400,False,0,0,1,7000,25,700,221,140,55440
139367,2025-06-19T23:30:30+0300,1695,1265,70,1604607900,False,0,0,0,0,20,700,369,140,65660
139368,2025-06-19T23:45:30+0300,718,640,70,1605308600,False,0,0,0,0,3,700,93,140,15120
139369,2025-06-20T00:00:30+0300,710,618,70,1605823100,False,0,0,0,0,9,700,80,140,17500
139370,2025-06-20T00:30:30+0300,1080,975,70,1607077500,False,0,0,0,0,7,700,107,140,19880
139371,2025-06-20T01:00:30+0300,1048,965,70,1607449900,False,0,0,0,0,13,700,159,140,31360
139372,2025-06-20T01:30:30+0300,705,628,70,1606935400,False,0,0,1,7000,13,700,98,140,29820
139373,2025-06-20T01:45:30+0300,453,380,70,1606546900,False,0,0,1,7000,6,700,61,140,19740
139374,2025-06-20T02:00:30+0300,421,341,70,1607049150,False,0,0,0,0,1,700,49,140,7560
139375,2025-06-20T02:30:30+0300,571,480,70,1607575900,False,0,0,0,0,5,700,64,140,12460
139376,2025-06-20T03:00:30+0300,528,473,70,1607654300,False,0,0,0,0,10,700,74,140,17360
139377,2025-06-20T03:30:30+0300,699,488,70,1607412800,False,0,0,1,7000,10,700,92,140,26880
139378,2025-06-20T03:45:30+0300,428,343,70,1607657800,False,0,0,0,0,8,700,42,140,11480
139379,2025-06-20T04:00:30+0300,327,307,70,1607772950,False,0,0,0,0,4,700,50,140,9800
139380,2025-06-20T04:30:30+0300,587,502,70,1607755450,False,0,0,1,7000,7,700,63,140,20720
139381,2025-06-20T05:00:30+0300,767,554,70,1607792200,False,0,0,1,7000,8,700,98,140,26320
139382,2025-06-20T05:30:30+0300,989,782,70,1607961250,False,0,0,1,7000,13,700,115,140,32200
139383,2025-06-20T05:45:30+0300,590,484,70,1608122950,False,0,0,0,0,6,700,101,140,18340
139384,2025-06-20T06:00:30+0300,727,602,70,1608855500,False,0,0,0,0,9,700,62,140,14980
139385,2025-06-20T06:30:30+0300,1478,1157,70,1610653800,False,0,0,0,0,9,700,141,140,26040
139386,2025-06-20T07:00:30+0300,1433,1206,70,1612126250,False,0,0,0,0,8,700,168,140,29120
139387,2025-06-20T07:30:30+0300,1728,1448,70,1612714250,False,0,0,1,7000,23,700,207,140,52080
139388,2025-06-20T07:45:30+0300,1056,872,70,1612743650,False,0,0,2,7000,12,700,101,140,36540
139389,2025-06-20T08:00:30+0300,1017,833,70,1613931900,False,0,0,0,0,5,700,108,140,18620
139390,2025-06-20T08:30:30+0300,2164,1659,70,1614353300,False,0,0,0,0,41,700,293,140,69720
139391,2025-06-20T09:00:30+0300,2072,1701,70,1616303500,False,0,0,0,0,24,700,199,140,44660
139392,2025-06-20T09:30:30+0300,2137,1674,70,1617815150,False,0,0,0,0,30,700,230,140,53200
139393,2025-06-20T09:45:30+0300,1296,1035,70,1617787150,False,0,0,2,7000,14,700,156,140,45640
139394,2025-06-20T10:00:30+0300,1316,1058,70,1617973350,False,0,0,0,0,24,700,190,140,43400
139395,2025-06-20T10:30:30+0300,2290,1782,70,1619271850,False,0,0,1,7000,31,700,235,140,61600
139396,2025-06-20T11:00:30+0300,2382,1771,70,1620746750,False,0,0,1,7000,31,700,240,140,62300
139397,2025-06-20T11:30:30+0300,2444,1981,70,1621413150,False,0,0,1,7000,35,700,318,140,76020
139398,2025-06-20T11:45:30+0300,1485,1183,70,1619708650,False,0,0,2,7000,29,700,248,140,69020
139399,2025-06-20T12:00:30+0300,1669,1067,70,1621445700,False,0,0,0,0,11,700,185,140,33600
139400,2025-06-20T12:30:30+0300,2448,1755,70,1621906300,False,0,0,0,0,43,700,350,140,79100
139401,2025-06-20T13:00:30+0300,2701,1876,70,1624603750,False,0,0,0,0,19,700,305,140,56000
139402,2025-06-20T13:30:30+0300,2453,1788,70,1626811200,False,0,0,1,7000,24,700,218,140,54320
139403,2025-06-20T13:45:30+0300,1348,1057,70,1627703000,False,0,0,0,0,18,700,156,140,34440
139404,2025-06-20T14:00:30+0300,1368,989,70,1628751600,False,0,0,0,0,18,700,145,140,32900
139405,2025-06-20T14:30:30+0300,2311,1857,70,1631375550,False,0,0,0,0,17,700,225,140,43400
139406,2025-06-20T15:00:30+0300,2595,1967,70,1632705900,False,0,0,2,7000,28,700,273,140,71820
139407,2025-06-20T15:30:30+0300,2278,1889,70,1633563400,False,0,0,1,7000,27,700,297,140,67480
139408,2025-06-20T15:45:30+0300,1388,1125,70,1634719800,False,0,0,0,0,12,700,169,140,32060
139409,2025-06-20T16:00:30+0300,1351,1098,70,1635922750,False,0,0,0,0,9,700,170,140,30100
139410,2025-06-20T16:30:30+0300,2453,2012,70,1638277200,False,0,0,0,0,25,700,248,140,52220
139411,2025-06-20T17:00:30+0300,2125,1827,70,1640004450,False,0,0,0,0,21,700,250,140,49700
139412,2025-06-20T17:30:30+0300,2355,1857,70,1641834600,False,0,0,0,0,20,700,302,140,56280
139413,2025-06-20T17:45:30+0300,1591,1288,70,1642919950,False,0,0,1,7000,12,700,177,140,40180
139414,2025-06-20T18:00:30+0300,1545,1158,70,1644235600,False,0,0,0,0,15,700,177,140,35280
139415,2025-06-20T18:30:30+0300,2413,1883,70,1644914250,False,0,0,1,7000,38,700,294,140,74760
139416,2025-06-20T19:00:30+0300,2380,1752,70,1645992250,False,0,0,2,7000,30,700,235,140,67900
139417,2025-06-20T19:30:30+0300,2124,1767,70,1647560250,False,0,0,0,0,28,700,231,140,51940
139418,2025-06-20T19:45:30+0300,1292,1088,70,1647815050,False,0,0,1,7000,19,700,152,140,41580
139419,2025-06-20T20:00:30+0300,1158,1093,70,1648623550,False,0,0,0,0,15,700,132,140,28980
139420,2025-06-20T20:30:30+0300,2245,1883,70,1649733400,False,0,0,0,0,32,700,288,140,62720
139421,2025-06-20T21:00:30+0300,2138,1874,70,1651237700,False,0,0,2,7000,15,700,206,140,53340
139422,2025-06-20T21:30:30+0300,2071,1710,70,1652303450,False,0,0,0,0,23,700,294,140,57260
139423,2025-06-20T21:45:30+0300,1180,1005,70,1651379450,False,0,0,3,7000,16,700,131,140,50540
139424,2025-06-20T22:00:30+0300,1156,1000,70,1651889050,False,0,0,0,0,17,700,152,140,33180
139425,2025-06-20T22:30:30+0300,2158,1775,70,1653951950,False,0,0,0,0,25,700,204,140,46060
139426,2025-06-20T23:00:30+0300,1739,1553,70,1654527700,False,0,0,1,7000,23,700,211,140,52640
139427,2025-06-20T23:30:30+0300,2227,1509,70,1655466050,False,0,0,0,0,26,700,331,140,64540
139428,2025-06-20T23:45:30+0300,917,811,70,1655478300,False,0,0,1,7000,14,700,108,140,31920
139429,2025-06-21T00:00:30+0300,833,731,70,1656117750,False,0,0,0,0,8,700,103,140,20020
139430,2025-06-21T00:30:30+0300,1433,1226,70,1656786600,False,0,0,0,0,20,700,190,140,40600
139431,2025-06-21T01:00:30+0300,1021,963,70,1656566100,False,0,0,1,7000,15,700,146,140,37940
139432,2025-06-21T01:30:30+0300,909,800,70,1657313350,False,0,0,0,0,9,700,106,140,21140
139433,2025-06-21T01:45:30+0300,426,408,70,1657292350,False,0,0,1,7000,5,700,33,140,15120
139434,2025-06-21T02:00:30+0300,365,326,70,1657451600,False,0,0,0,0,4,700,55,140,10500
139435,2025-06-21T02:30:30+0300,545,519,70,1658110650,False,0,0,0,0,2,700,59,140,9660
139436,2025-06-21T03:00:30+0300,419,400,70,1658715800,False,0,0,0,0,1,700,38,140,6020
139437,2025-06-21T03:30:30+0300,548,443,70,1659058800,False,0,0,0,0,5,700,77,140,14280
139438,2025-06-21T03:45:30+0300,253,242,70,1659149450,False,0,0,0,0,3,700,39,140,7560
139439,2025-06-21T04:00:30+0300,305,259,70,1659485100,False,0,0,0,0,3,700,27,140,5880
139440,2025-06-21T04:30:30+0300,513,482,70,1659556150,False,0,0,0,0,15,700,46,140,16940
139441,2025-06-21T05:00:30+0300,579,526,70,1660014300,False,0,0,0,0,8,700,58,140,13720
139442,2025-06-21T05:30:30+0300,1159,650,70,1661227050,False,0,0,1,7000,5,700,91,140,23240
139443,2025-06-21T05:45:30+0300,470,422,70,1661178050,False,0,0,0,0,10,700,71,140,16940
139444,2025-06-21T06:00:30+0300,462,418,70,1661663150,False,0,0,0,0,5,700,41,140,9240
139445,2025-06-21T06:30:30+0300,1080,974,70,1662290350,False,0,0,0,0,15,700,131,140,28840
139446,2025-06-21T07:00:30+0300,1320,1040,70,1663201750,False,0,0,0,0,13,700,172,140,33180
139447,2025-06-21T07:30:30+0300,1312,1117,70,1664152350,False,0,0,1,7000,13,700,116,140,32340
139448,2025-06-21T07:45:30+0300,779,683,70,1664992700,False,0,0,0,0,6,700,79,140,15260
139449,2025-06-21T08:00:30+0300,851,734,70,1665441050,False,0,0,0,0,13,700,102,140,23380
139450,2025-06-21T08:30:30+0300,1723,1435,70,1663519550,False,0,0,4,7000,26,700,238,140,79520
139451,2025-06-21T09:00:30+0300,1725,1447,70,1664296200,False,0,0,0,0,20,700,252,140,49280
139452,2025-06-21T09:30:30+0300,1859,1545,70,1665146350,False,0,0,1,7000,28,700,188,140,52920
139453,2025-06-21T09:45:30+0300,1198,955,70,1666689850,False,0,0,0,0,10,700,92,140,19880
139454,2025-06-21T10:00:30+0300,1291,1122,70,1667079400,False,0,0,1,7000,15,700,158,140,39620
139455,2025-06-21T10:30:30+0300,2001,1707,70,1668787050,False,0,0,0,0,23,700,211,140,45640
139456,2025-06-21T11:00:30+0300,2447,1939,70,1671048400,False,0,0,0,0,19,700,286,140,53340
139457,2025-06-21T11:30:30+0300,2504,2085,70,1672038200,False,0,0,1,7000,32,700,315,140,73500
139458,2025-06-21T11:45:30+0300,1273,1099,70,1672707050,False,0,0,0,0,14,700,180,140,35000
139459,2025-06-21T12:00:30+0300,1342,1163,70,1673760550,False,0,0,0,0,15,700,153,140,31920
139460,2025-06-21T12:30:30+0300,2133,1796,70,1673821800,False,0,0,3,7000,34,700,207,140,73780
139461,2025-06-21T13:00:30+0300,2596,2186,70,1675399600,False,0,0,0,0,37,700,303,140,68320
139462,2025-06-21T13:30:30+0300,2453,1976,70,1677224850,False,0,0,1,7000,21,700,272,140,59780
139463,2025-06-21T13:45:30+0300,1359,1005,70,1677467400,False,0,0,1,7000,13,700,200,140,44100
139464,2025-06-21T14:00:30+0300,1567,1116,70,1678650750,False,0,0,1,7000,15,700,146,140,37940
139465,2025-06-21T14:30:30+0300,2426,1858,70,1679890450,False,0,0,0,0,37,700,295,140,67200
139466,2025-06-21T15:00:30+0300,2238,1795,70,1681159550,False,0,0,0,0,21,700,325,140,60200
139467,2025-06-21T15:30:30+0300,2076,1731,70,1682551150,False,0,0,0,0,31,700,222,140,52780
