draw,datetime,bets,ticketCount,price,jackpot_kop,superPrizeWon,s1_part,s2_part,w4of5,a4of5,w3of5,a3of5,w2of5,a2of5,summPayed
151286,2026-01-01T23:30:30+0300,4948,4220,75,300000000,False,0,0,1,7500,42,2250,0,0,102000
151287,2026-01-01T23:45:30+0300,2781,2480,75,300000000,False,0,0,1,7500,27,2250,0,0,68250
151288,2026-01-02T00:00:30+0300,2384,2135,75,300000000,False,0,0,1,7500,28,2250,0,0,70500
151289,2026-01-02T00:30:30+0300,3437,2975,75,300000000,False,0,0,1,7500,23,2250,0,0,59250
151290,2026-01-02T01:00:30+0300,2930,2480,75,300000000,False,0,0,1,7500,41,2250,0,0,99750
151291,2026-01-02T01:30:30+0300,2515,2093,75,300000000,False,0,0,1,7500,26,2250,0,0,66000
151292,2026-01-02T01:45:30+0300,1298,1168,75,300000000,False,0,0,0,0,11,2250,0,0,24750
151293,2026-01-02T02:00:30+0300,1121,964,75,300000000,False,0,0,0,0,18,2250,0,0,40500
151294,2026-01-02T02:30:30+0300,1728,1511,75,300000000,False,0,0,2,7500,15,2250,0,0,48750
151295,2026-01-02T03:00:30+0300,1520,1384,75,300000000,False,0,0,1,7500,11,2250,0,0,32250
151296,2026-01-02T03:30:30+0300,1827,1629,75,300000000,False,0,0,1,7500,33,2250,0,0,81750
151297,2026-01-02T03:45:30+0300,995,918,75,300000000,False,0,0,0,0,7,2250,0,0,15750
151298,2026-01-02T04:00:30+0300,1049,906,75,300000000,False,0,0,0,0,16,2250,0,0,36000
151299,2026-01-02T04:30:30+0300,1656,1469,75,300000000,False,0,0,1,7500,10,2250,0,0,30000
151300,2026-01-02T05:00:30+0300,1789,1583,75,300000000,False,0,0,1,7500,31,2250,0,0,77250
151301,2026-01-02T05:30:30+0300,2219,1897,75,300000000,False,0,0,0,0,27,2250,0,0,60750
151302,2026-01-02T05:45:30+0300,1178,1028,75,300000000,False,0,0,0,0,12,2250,0,0,27000
151303,2026-01-02T06:00:30+0300,1097,1022,75,300000000,False,0,0,0,0,9,2250,0,0,20250
151304,2026-01-02T06:30:30+0300,2435,2111,75,300000000,False,0,0,0,0,32,2250,0,0,72000
151305,2026-01-02T07:00:30+0300,2926,2539,75,300000000,False,0,0,0,0,43,2250,0,0,96750
151306,2026-01-02T07:30:30+0300,3194,2823,75,300000000,False,0,0,2,7500,32,2250,0,0,87000
151307,2026-01-02T07:45:30+0300,2191,1969,75,300000000,False,0,0,1,7500,41,2250,0,0,99750
151308,2026-01-02T08:00:30+0300,2070,1900,75,300000000,False,0,0,1,7500,22,2250,0,0,57000
151309,2026-01-02T08:30:30+0300,3566,3105,75,300000000,False,0,0,1,7500,44,2250,0,0,106500
151310,2026-01-02T09:00:30+0300,4110,3671,75,300000000,False,0,0,1,7500,55,2250,0,0,131250
151311,2026-01-02T09:30:30+0300,5299,4664,75,300000000,False,0,0,2,7500,87,2250,0,0,210750
151312,2026-01-02T09:45:30+0300,4295,3634,75,300000000,False,0,0,3,7500,68,2250,0,0,175500
151313,2026-01-02T10:00:30+0300,4290,3619,75,300000000,False,0,0,2,7500,38,2250,0,0,100500
151314,2026-01-02T10:30:30+0300,6075,5047,75,300000000,False,0,0,2,7500,65,2250,0,0,161250
151315,2026-01-02T11:00:30+0300,6189,5190,75,300000000,False,0,0,0,0,64,2250,0,0,144000
151316,2026-01-02T11:30:30+0300,5957,5194,75,300000000,False,0,0,6,7500,72,2250,0,0,207000
151317,2026-01-02T11:45:30+0300,3575,3003,75,300000000,False,0,0,2,7500,46,2250,0,0,118500
151318,2026-01-02T12:00:30+0300,3641,3120,75,300000000,False,0,0,0,0,41,2250,0,0,92250
151319,2026-01-02T12:30:30+0300,5875,4576,75,300000000,False,0,0,0,0,66,2250,0,0,148500
151320,2026-01-02T13:00:30+0300,6163,5195,75,300000000,False,0,0,1,7500,77,2250,0,0,180750
151321,2026-01-02T13:30:30+0300,5464,4593,75,300000000,False,0,0,2,7500,93,2250,0,0,224250
151322,2026-01-02T13:45:30+0300,3431,3045,75,300000000,False,0,0,1,7500,44,2250,0,0,106500
151323,2026-01-02T14:00:30+0300,3831,3306,75,300000000,False,0,0,2,7500,50,2250,0,0,127500
151324,2026-01-02T14:30:30+0300,5296,4554,75,300000000,False,0,0,2,7500,74,2250,0,0,181500
151325,2026-01-02T15:00:30+0300,5592,4892,75,300000000,False,0,0,3,7500,57,2250,0,0,150750
151326,2026-01-02T15:30:30+0300,5127,4308,75,300000000,False,0,0,3,7500,58,2250,0,0,153000
151327,2026-01-02T15:45:30+0300,3250,2868,75,300000000,False,0,0,3,7500,53,2250,0,0,141750
151328,2026-01-02T16:00:30+0300,3374,2829,75,300000000,False,0,0,3,7500,37,2250,0,0,105750
151329,2026-01-02T16:30:30+0300,4938,4322,75,300000000,False,0,0,4,7500,70,2250,0,0,187500
151330,2026-01-02T17:00:30+0300,4602,4055,75,300000000,False,0,0,1,7500,71,2250,0,0,167250
151331,2026-01-02T17:30:30+0300,4258,3738,75,300000000,False,0,0,3,7500,51,2250,0,0,137250
151332,2026-01-02T17:45:30+0300,2959,2566,75,300000000,False,0,0,2,7500,44,2250,0,0,114000
151333,2026-01-02T18:00:30+0300,2685,2363,75,300000000,False,0,0,0,0,22,2250,0,0,49500
151334,2026-01-02T18:30:30+0300,4072,3570,75,300000000,False,0,0,5,7500,53,2250,0,0,156750
151335,2026-01-02T19:00:30+0300,3644,3145,75,300000000,False,0,0,0,0,54,2250,0,0,121500
151336,2026-01-02T19:30:30+0300,3566,3078,75,300000000,False,0,0,1,7500,34,2250,0,0,84000
151337,2026-01-02T19:45:30+0300,2378,2125,75,300000000,False,0,0,1,7500,35,2250,0,0,86250
151338,2026-01-02T20:00:30+0300,2523,2136,75,300000000,False,0,0,3,7500,32,2250,0,0,94500
151339,2026-01-02T20:30:30+0300,3521,3130,75,300000000,False,0,0,2,7500,33,2250,0,0,89250
151340,2026-01-02T21:00:30+0300,3425,3064,75,300000000,False,0,0,2,7500,38,2250,0,0,100500
151341,2026-01-02T21:30:30+0300,3444,2923,75,300000000,False,0,0,1,7500,45,2250,0,0,108750
151342,2026-01-02T21:45:30+0300,2483,2124,75,300000000,False,0,0,0,0,31,2250,0,0,69750
151343,2026-01-02T22:00:30+0300,2525,2326,75,300000000,False,0,0,0,0,22,2250,0,0,49500
151344,2026-01-02T22:30:30+0300,2799,2600,75,300000000,False,0,0,1,7500,35,2250,0,0,86250
151345,2026-01-02T23:00:30+0300,2362,2158,75,300000000,False,0,0,0,0,32,2250,0,0,72000
151346,2026-01-02T23:30:30+0300,2309,1890,75,300000000,False,0,0,1,7500,29,2250,0,0,72750
151347,2026-01-02T23:45:30+0300,1811,1353,75,300000000,False,0,0,0,0,9,2250,0,0,20250
151348,2026-01-03T00:00:30+0300,1510,1337,75,300000000,False,0,0,1,7500,24,2250,0,0,61500
151349,2026-01-03T00:30:30+0300,2437,2073,75,300000000,False,0,0,2,7500,29,2250,0,0,80250
151350,2026-01-03T01:00:30+0300,2001,1509,75,300000000,False,0,0,0,0,24,2250,0,0,54000
151351,2026-01-03T01:30:30+0300,1315,1105,75,300000000,False,0,0,0,0,6,2250,0,0,13500
151352,2026-01-03T01:45:30+0300,781,646,75,300000000,False,0,0,0,0,15,2250,0,0,33750
151353,2026-01-03T02:00:30+0300,772,669,75,300000000,False,0,0,0,0,4,2250,0,0,9000
151354,2026-01-03T02:30:30+0300,1191,929,75,300000000,False,0,0,0,0,28,2250,0,0,63000
151355,2026-01-03T03:00:30+0300,1174,727,75,300000000,False,0,0,0,0,48,2250,0,0,108000
151356,2026-01-03T03:30:30+0300,1352,673,75,300000000,False,0,0,0,0,12,2250,0,0,27000
151357,2026-01-03T03:45:30+0300,658,438,75,300000000,False,0,0,1,7500,30,2250,0,0,75000
151358,2026-01-03T04:00:30+0300,409,384,75,300000000,False,0,0,0,0,4,2250,0,0,9000
151359,2026-01-03T04:30:30+0300,803,620,75,300000000,False,0,0,0,0,7,2250,0,0,15750
151360,2026-01-03T05:00:30+0300,755,657,75,300000000,False,0,0,0,0,9,2250,0,0,20250
151361,2026-01-03T05:30:30+0300,835,757,75,300000000,False,0,1,0,0,8,2250,0,0,1941863
151362,2026-01-03T05:45:30+0300,539,489,75,300000000,False,0,0,0,0,9,2250,0,0,20250
151363,2026-01-03T06:00:30+0300,580,536,75,300000000,False,0,0,0,0,5,2250,0,0,11250
151364,2026-01-03T06:30:30+0300,1170,822,75,300000000,False,0,0,0,0,15,2250,0,0,33750
151365,2026-01-03T07:00:30+0300,1292,1049,75,300000000,False,0,0,0,0,32,2250,0,0,72000
151366,2026-01-03T07:30:30+0300,1506,1151,75,300000000,False,0,0,0,0,10,2250,0,0,22500
151367,2026-01-03T07:45:30+0300,1158,907,75,300000000,False,0,0,0,0,13,2250,0,0,29250
151368,2026-01-03T08:00:30+0300,977,814,75,300000000,False,0,0,0,0,11,2250,0,0,24750
151369,2026-01-03T08:30:30+0300,2001,1535,75,300000000,False,0,0,0,0,38,2250,0,0,85500
151370,2026-01-03T09:00:30+0300,2192,1826,75,300000000,False,0,0,1,7500,30,2250,0,0,75000
151371,2026-01-03T09:30:30+0300,2676,2171,75,300000000,False,0,0,0,0,43,2250,0,0,96750
151372,2026-01-03T09:45:30+0300,2219,1716,75,300000000,False,0,0,0,0,35,2250,0,0,78750
151373,2026-01-03T10:00:30+0300,2121,1644,75,300000000,False,0,0,1,7500,25,2250,0,0,63750
151374,2026-01-03T10:30:30+0300,2674,2268,75,300000000,False,0,0,2,7500,40,2250,0,0,105000
151375,2026-01-03T11:00:30+0300,3111,2617,75,300000000,False,0,0,1,7500,43,2250,0,0,104250
151376,2026-01-03T11:30:30+0300,3294,2784,75,300000000,False,0,0,1,7500,47,2250,0,0,113250
151377,2026-01-03T11:45:30+0300,1976,1645,75,300000000,False,0,0,1,7500,26,2250,0,0,66000
151378,2026-01-03T12:00:30+0300,1917,1705,75,300000000,False,0,0,0,0,16,2250,0,0,36000
151379,2026-01-03T12:30:30+0300,2872,2444,75,300000000,False,0,0,0,0,26,2250,0,0,58500
151380,2026-01-03T13:00:30+0300,3444,2770,75,300000000,False,0,0,2,7500,42,2250,0,0,109500
151381,2026-01-03T13:30:30+0300,3268,2552,75,300000000,False,0,0,1,7500,40,2250,0,0,97500
151382,2026-01-03T13:45:30+0300,2033,1637,75,300000000,False,0,0,0,0,16,2250,0,0,36000
151383,2026-01-03T14:00:30+0300,2131,1781,75,300000000,False,0,0,1,7500,20,2250,0,0,52500
151384,2026-01-03T14:30:30+0300,3061,2402,75,300000000,False,0,0,3,7500,31,2250,0,0,92250
151385,2026-01-03T15:00:30+0300,3358,2918,75,300000000,False,0,0,0,0,43,2250,0,0,96750
151386,2026-01-03T15:30:30+0300,3022,2436,75,300000000,False,0,0,2,7500,36,2250,0,0,96000
151387,2026-01-03T15:45:30+0300,1921,1686,75,300000000,False,0,0,0,0,12,2250,0,0,27000
151388,2026-01-03T16:00:30+0300,2041,1719,75,300263625,False,0,0,0,0,24,2250,0,0,54000
151389,2026-01-03T16:30:30+0300,3162,2696,75,302683875,False,0,0,1,7500,34,2250,0,0,84000
151390,2026-01-03T17:00:30+0300,3133,2670,75,303505500,False,0,0,0,0,47,2250,0,0,105750
151391,2026-01-03T17:30:30+0300,3382,2602,75,303510750,False,0,0,1,7500,53,2250,0,0,126750
151392,2026-01-03T17:45:30+0300,1936,1670,75,302295750,False,0,0,2,7500,31,2250,0,0,84750
151393,2026-01-03T18:00:30+0300,2329,1974,75,302581875,False,0,0,3,7500,27,2250,0,0,83250
151394,2026-01-03T18:30:30+0300,3190,2772,75,304498125,False,0,0,0,0,41,2250,0,0,92250
151395,2026-01-03T19:00:30+0300,2665,2329,75,307503750,False,0,0,1,7500,22,2250,0,0,57000
151396,2026-01-03T19:30:30+0300,2655,2310,75,306660000,False,0,0,0,0,48,2250,0,0,108000
151397,2026-01-03T19:45:30+0300,1559,1400,75,308022375,False,0,0,1,7500,14,2250,0,0,39000
151398,2026-01-03T20:00:30+0300,1707,1403,75,308933250,False,0,0,2,7500,16,2250,0,0,51000
151399,2026-01-03T20:30:30+0300,2488,2277,75,309846750,False,0,0,2,7500,29,2250,0,0,80250
151400,2026-01-03T21:00:30+0300,2805,2486,75,307465500,False,0,0,1,7500,54,2250,0,0,129000
151401,2026-01-03T21:30:30+0300,2637,2293,75,307772625,False,0,0,0,0,42,2250,0,0,94500
151402,2026-01-03T21:45:30+0300,3706,3246,75,310045875,False,0,0,4,7500,34,2250,0,0,106500
151403,2026-01-03T22:00:30+0300,3388,2924,75,311116875,False,0,0,2,7500,43,2250,0,0,111750
151404,2026-01-03T22:30:30+0300,3379,3017,75,313371750,False,0,0,0,0,42,2250,0,0,94500
151405,2026-01-03T23:00:30+0300,2390,2054,75,315025500,False,0,0,1,7500,26,2250,0,0,66000
151406,2026-01-03T23:30:30+0300,2281,1954,75,311279250,False,0,0,5,7500,38,2250,0,0,123000
151407,2026-01-03T23:45:30+0300,1655,1397,75,311528625,False,0,0,0,0,26,2250,0,0,58500
151408,2026-01-04T00:00:30+0300,1309,1135,75,311972250,False,0,0,0,0,19,2250,0,0,42750
151409,2026-01-04T00:30:30+0300,2204,1843,75,313610250,False,0,0,1,7500,23,2250,0,0,59250
151410,2026-01-04T01:00:30+0300,1558,1325,75,315810000,False,0,0,0,0,12,2250,0,0,27000
151411,2026-01-04T01:30:30+0300,1492,1222,75,317206500,False,0,0,0,0,16,2250,0,0,36000
151412,2026-01-04T01:45:30+0300,724,621,75,318004500,False,0,0,0,0,7,2250,0,0,15750
151413,2026-01-04T02:00:30+0300,687,653,75,318547875,False,0,0,0,0,8,2250,0,0,18000
151414,2026-01-04T02:30:30+0300,1008,888,75,318202875,False,0,0,1,7500,15,2250,0,0,41250
151415,2026-01-04T03:00:30+0300,706,668,75,317700375,False,0,0,0,0,14,2250,0,0,31500
151416,2026-01-04T03:30:30+0300,737,669,75,317745000,False,0,0,0,0,12,2250,0,0,27000
151417,2026-01-04T03:45:30+0300,474,430,75,317886750,False,0,0,0,0,7,2250,0,0,15750
151418,2026-01-04T04:00:30+0300,347,313,75,317613000,False,0,0,0,0,7,2250,0,0,15750
151419,2026-01-04T04:30:30+0300,673,556,75,318749625,False,0,0,0,0,4,2250,0,0,9000
151420,2026-01-04T05:00:30+0300,726,622,75,318547125,False,0,0,0,0,13,2250,0,0,29250
151421,2026-01-04T05:30:30+0300,773,691,75,315220875,False,0,0,5,7500,11,2250,0,0,62250
151422,2026-01-04T05:45:30+0300,414,385,75,315992625,False,0,0,0,0,2,2250,0,0,4500
151423,2026-01-04T06:00:30+0300,578,495,75,316407375,False,0,0,0,0,7,2250,0,0,15750
151424,2026-01-04T06:30:30+0300,1002,874,75,317462625,False,0,0,0,0,10,2250,0,0,22500
151425,2026-01-04T07:00:30+0300,1158,1014,75,317509875,False,0,0,0,0,19,2250,0,0,42750
151426,2026-01-04T07:30:30+0300,1267,1081,75,317633250,False,0,0,1,7500,17,2250,0,0,45750
151427,2026-01-04T07:45:30+0300,928,792,75,317706750,False,0,0,0,0,15,2250,0,0,33750
151428,2026-01-04T08:00:30+0300,1041,918,75,319179375,False,0,0,0,0,8,2250,0,0,18000
151429,2026-01-04T08:30:30+0300,1663,1476,75,320079750,False,0,0,0,0,22,2250,0,0,49500
151430,2026-01-04T09:00:30+0300,1826,1489,75,320725500,False,0,0,1,7500,23,2250,0,0,59250
151431,2026-01-04T09:30:30+0300,2117,1809,75,322135125,False,0,0,1,7500,23,2250,0,0,59250
151432,2026-01-04T09:45:30+0300,1684,1425,75,324350625,False,0,0,0,0,14,2250,0,0,31500
151433,2026-01-04T10:00:30+0300,1999,1451,75,325188000,False,0,0,0,0,28,2250,0,0,63000
151434,2026-01-04T10:30:30+0300,2511,2138,75,323429250,False,0,0,5,7500,33,2250,0,0,111750
151435,2026-01-04T11:00:30+0300,2721,2352,75,323799375,False,0,0,0,0,43,2250,0,0,96750
151436,2026-01-04T11:30:30+0300,3271,2706,75,316115625,False,0,0,5,7500,72,2250,0,0,199500
151437,2026-01-04T11:45:30+0300,1792,1498,75,316199625,False,0,0,1,7500,26,2250,0,0,66000
151438,2026-01-04T12:00:30+0300,1924,1675,75,318887625,False,0,0,0,0,15,2250,0,0,33750
151439,2026-01-04T12:30:30+0300,3198,2435,75,319564875,False,0,0,0,0,49,2250,0,0,110250
151440,2026-01-04T13:00:30+0300,3582,2800,75,321827625,False,0,0,4,7500,32,2250,0,0,102000
151441,2026-01-04T13:30:30+0300,3193,2648,75,323436750,False,0,0,0,0,43,2250,0,0,96750
151442,2026-01-04T13:45:30+0300,1875,1568,75,325838625,False,0,0,0,0,16,2250,0,0,36000
151443,2026-01-04T14:00:30+0300,2200,1738,75,326101125,False,0,0,0,0,35,2250,0,0,78750
151444,2026-01-04T14:30:30+0300,3202,2558,75,327891375,False,0,0,3,7500,32,2250,0,0,94500
151445,2026-01-04T15:00:30+0300,3348,2842,75,330432375,False,0,0,2,7500,33,2250,0,0,89250
151446,2026-01-04T15:30:30+0300,3676,2652,75,331629375,False,0,0,2,7500,47,2250,0,0,120750
151447,2026-01-04T15:45:30+0300,1783,1514,75,332949750,False,0,0,1,7500,18,2250,0,0,48000
151448,2026-01-04T16:00:30+0300,1810,1524,75,334551000,False,0,0,0,0,20,2250,0,0,45000
151449,2026-01-04T16:30:30+0300,2906,2369,75,337296750,False,0,0,0,0,31,2250,0,0,69750
151450,2026-01-04T17:00:30+0300,2903,2372,75,333708000,False,0,0,4,7500,51,2250,0,0,144750
151451,2026-01-04T17:30:30+0300,3035,2472,75,336582375,False,0,0,1,7500,29,2250,0,0,72750
151452,2026-01-04T17:45:30+0300,1793,1381,75,337666500,False,0,0,0,0,23,2250,0,0,51750
151453,2026-01-04T18:00:30+0300,1786,1461,75,338207250,False,0,0,1,7500,23,2250,0,0,59250
151454,2026-01-04T18:30:30+0300,2832,2373,75,341703750,False,0,0,0,0,25,2250,0,0,56250
151455,2026-01-04T19:00:30+0300,2579,2275,75,338325000,False,0,0,3,7500,48,2250,0,0,130500
151456,2026-01-04T19:30:30+0300,2402,2085,75,340482750,False,0,0,1,7500,23,2250,0,0,59250
151457,2026-01-04T19:45:30+0300,1747,1385,75,343336125,False,0,0,0,0,11,2250,0,0,24750
151458,2026-01-04T20:00:30+0300,1410,1284,75,343572375,False,0,0,0,0,22,2250,0,0,49500
151459,2026-01-04T20:30:30+0300,2358,2011,75,344984625,False,0,0,1,7500,27,2250,0,0,68250
151460,2026-01-04T21:00:30+0300,2421,2078,75,343413375,False,0,0,1,7500,44,2250,0,0,106500
151461,2026-01-04T21:30:30+0300,2221,1894,75,345621000,False,0,0,0,0,23,2250,0,0,51750
151462,2026-01-04T21:45:30+0300,1716,1484,75,348498000,False,0,0,1,7500,7,2250,0,0,23250
151463,2026-01-04T22:00:30+0300,1667,1423,75,348516375,False,0,0,2,7500,21,2250,0,0,62250
151464,2026-01-04T22:30:30+0300,2041,1686,75,349306500,False,0,0,0,0,29,2250,0,0,65250
151465,2026-01-04T23:00:30+0300,1583,1349,75,350941875,False,0,0,0,0,16,2250,0,0,36000
151466,2026-01-04T23:30:30+0300,1577,1337,75,351249000,False,0,0,1,7500,21,2250,0,0,54750
151467,2026-01-04T23:45:30+0300,1381,940,75,354244125,False,0,0,0,0,4,2250,0,0,9000
151468,2026-01-05T00:00:30+0300,1188,902,75,351949125,False,0,0,0,0,30,2250,0,0,67500
151469,2026-01-05T00:30:30+0300,1467,1189,75,352177500,False,0,0,0,0,23,2250,0,0,51750
151470,2026-01-05T01:00:30+0300,1126,947,75,353243250,False,0,0,0,0,12,2250,0,0,27000
151471,2026-01-05T01:30:30+0300,1022,878,75,353878500,False,0,0,0,0,13,2250,0,0,29250
151472,2026-01-05T01:45:30+0300,683,468,75,353289750,False,0,0,0,0,14,2250,0,0,31500
151473,2026-01-05T02:00:30+0300,499,455,75,352461000,False,0,0,0,0,12,2250,0,0,27000
151474,2026-01-05T02:30:30+0300,733,635,75,352284750,False,0,0,0,0,13,2250,0,0,29250
151475,2026-01-05T03:00:30+0300,534,498,75,352262250,False,0,0,0,0,9,2250,0,0,20250
151476,2026-01-05T03:30:30+0300,774,526,75,353349000,False,0,0,0,0,6,2250,0,0,13500
151477,2026-01-05T03:45:30+0300,424,321,75,353832000,False,0,0,0,0,4,2250,0,0,9000
151478,2026-01-05T04:00:30+0300,361,323,75,354149625,False,0,0,0,0,4,2250,0,0,9000
151479,2026-01-05T04:30:30+0300,491,443,75,354966000,False,0,0,0,0,3,2250,0,0,6750
151480,2026-01-05T05:00:30+0300,476,444,75,355270500,False,0,0,0,0,6,2250,0,0,13500
151481,2026-01-05T05:30:30+0300,794,508,75,355937250,False,0,0,0,0,9,2250,0,0,20250
151482,2026-01-05T05:45:30+0300,388,319,75,356325750,False,0,0,0,0,4,2250,0,0,9000
151483,2026-01-05T06:00:30+0300,431,381,75,356669625,False,0,0,0,0,5,2250,0,0,11250
151484,2026-01-05T06:30:30+0300,756,703,75,357709125,False,0,0,0,0,6,2250,0,0,13500
151485,2026-01-05T07:00:30+0300,796,749,75,359011125,False,0,0,0,0,5,2250,0,0,11250
151486,2026-01-05T07:30:30+0300,1036,914,75,359840625,False,0,0,0,0,12,2250,0,0,27000
151487,2026-01-05T07:45:30+0300,585,549,75,360588750,False,0,0,0,0,5,2250,0,0,11250
151488,2026-01-05T08:00:30+0300,730,610,75,361507500,False,0,0,1,7500,3,2250,0,0,14250
151489,2026-01-05T08:30:30+0300,1235,1049,75,362701875,False,0,0,0,0,13,2250,0,0,29250
151490,2026-01-05T09:00:30+0300,1418,1196,75,363904125,False,0,0,0,0,16,2250,0,0,36000
151491,2026-01-05T09:30:30+0300,1950,1546,75,365872875,False,0,0,0,0,20,2250,0,0,45000
151492,2026-01-05T09:45:30+0300,1511,1241,75,367634250,False,0,0,0,0,14,2250,0,0,31500
151493,2026-01-05T10:00:30+0300,1364,1146,75,368537250,False,0,0,0,0,17,2250,0,0,38250
151494,2026-01-05T10:30:30+0300,2103,1688,75,369805125,False,0,0,0,0,27,2250,0,0,60750
151495,2026-01-05T11:00:30+0300,2165,1838,75,372023250,False,0,0,0,0,22,2250,0,0,49500
151496,2026-01-05T11:30:30+0300,2442,1947,75,372133500,False,0,0,0,0,40,2250,0,0,90000
151497,2026-01-05T11:45:30+0300,1593,1309,75,373112625,False,0,0,1,7500,17,2250,0,0,45750
151498,2026-01-05T12:00:30+0300,1060,885,75,374188875,False,0,0,0,0,17,750,155,75,24375
151499,2026-01-05T12:30:30+0300,1931,1550,75,377094750,False,0,0,0,0,14,750,272,75,30900
151500,2026-01-05T13:00:30+0300,2180,1862,75,379383750,False,0,0,0,0,36,750,294,75,49050
151501,2026-01-05T13:30:30+0300,2209,1761,75,381129375,False,0,0,1,7500,41,750,262,75,57900
151502,2026-01-05T13:45:30+0300,1539,1204,75,383547000,False,0,0,0,0,14,750,169,75,23175
151503,2026-01-05T14:00:30+0300,1514,1155,75,383269500,False,0,0,3,7500,29,750,204,75,59550
151504,2026-01-05T14:30:30+0300,2284,1662,75,384603000,False,0,0,1,7500,46,750,328,75,66600
151505,2026-01-05T15:00:30+0300,2333,1924,75,388091625,False,0,0,0,0,24,750,262,75,37650
151506,2026-01-05T15:30:30+0300,1907,1536,75,389853000,False,0,0,2,7500,23,750,188,75,46350
151507,2026-01-05T15:45:30+0300,1218,943,75,391485750,False,0,0,0,0,13,750,168,75,22350
151508,2026-01-05T16:00:30+0300,1629,952,75,392118375,False,0,0,2,7500,18,750,314,75,52050
151509,2026-01-05T16:30:30+0300,1964,1515,75,394123875,False,0,0,2,7500,18,750,220,75,45000
151510,2026-01-05T17:00:30+0300,1879,1493,75,396126750,False,0,0,1,7500,26,750,198,75,41850
151511,2026-01-05T17:30:30+0300,1758,1439,75,398678250,False,0,0,0,0,17,750,223,75,29475
151512,2026-01-05T17:45:30+0300,1114,886,75,400006500,False,0,0,0,0,17,750,134,75,22800
151513,2026-01-05T18:00:30+0300,1135,937,75,400838625,False,0,0,1,7500,16,750,149,75,30675
151514,2026-01-05T18:30:30+0300,1716,1436,75,402077625,False,0,0,1,7500,32,750,202,75,46650
151515,2026-01-05T19:00:30+0300,1690,1344,75,403463625,False,0,0,2,7500,16,750,221,75,43575
151516,2026-01-05T19:30:30+0300,1455,1268,75,405046500,False,0,0,1,7500,16,750,166,75,31950
151517,2026-01-05T19:45:30+0300,962,828,75,405860250,False,0,0,0,0,20,750,126,75,24450
151518,2026-01-05T20:00:30+0300,1135,915,75,406849875,False,0,0,1,7500,16,750,119,75,28425
151519,2026-01-05T20:30:30+0300,2294,1212,75,410372625,False,0,0,1,7500,21,750,166,75,35700
151520,2026-01-05T21:00:30+0300,1706,1356,75,413002875,False,0,0,0,0,18,750,172,75,26400
151521,2026-01-05T21:30:30+0300,1522,1281,75,415092375,False,0,0,0,0,17,750,193,75,27225
151522,2026-01-05T21:45:30+0300,1171,910,75,415625250,False,0,0,2,7500,16,750,124,75,36300
151523,2026-01-05T22:00:30+0300,1197,971,75,417055875,False,0,0,1,7500,8,750,146,75,24450
151524,2026-01-05T22:30:30+0300,1353,1126,75,418675500,False,0,0,0,0,22,750,148,75,27600
151525,2026-01-05T23:00:30+0300,1119,904,75,420116625,False,0,0,0,0,16,750,125,75,21375
151526,2026-01-05T23:30:30+0300,835,763,75,421111500,False,0,0,0,0,12,750,108,75,17100
151527,2026-01-05T23:45:30+0300,1046,943,75,422088000,False,0,0,0,0,21,750,127,75,25275
151528,2026-01-06T00:00:30+0300,725,548,75,422841375,False,0,0,1,7500,5,750,69,75,16425
151529,2026-01-06T00:30:30+0300,946,811,75,424426875,False,0,0,0,0,9,750,81,75,12825
151530,2026-01-06T01:00:30+0300,828,720,75,425870625,False,0,0,0,0,5,750,89,75,10425
151531,2026-01-06T01:30:30+0300,578,501,75,426243375,False,0,0,0,0,13,750,88,75,16350
151532,2026-01-06T01:45:30+0300,329,288,75,426734250,False,0,0,0,0,3,750,41,75,5325
151533,2026-01-06T02:00:30+0300,358,264,75,427380000,False,0,0,0,0,2,750,36,75,4200
151534,2026-01-06T02:30:30+0300,422,374,75,428041500,False,0,0,0,0,1,750,75,75,6375
151535,2026-01-06T03:00:30+0300,369,336,75,428196375,False,0,2,0,0,11,750,45,75,1011625
151536,2026-01-06T03:30:30+0300,338,316,75,428574375,False,0,0,0,0,6,750,37,75,7275
151537,2026-01-06T03:45:30+0300,210,200,75,428266875,False,0,0,1,7500,2,750,26,75,10950
151538,2026-01-06T04:00:30+0300,234,198,75,428298375,False,0,0,0,0,8,750,31,75,8325
151539,2026-01-06T04:30:30+0300,280,263,75,428655375,False,0,0,0,0,4,750,32,75,5400
151540,2026-01-06T05:00:30+0300,378,342,75,429301125,False,0,0,0,0,2,750,46,75,4950
151541,2026-01-06T05:30:30+0300,417,377,75,429466500,False,0,0,1,7500,4,750,37,75,13275
151542,2026-01-06T05:45:30+0300,257,232,75,429820875,False,0,0,0,0,3,750,31,75,4575
151543,2026-01-06T06:00:30+0300,358,307,75,430078125,False,0,0,0,0,8,750,50,75,9750
151544,2026-01-06T06:30:30+0300,524,471,75,430886625,False,0,0,0,0,4,750,68,75,8100
151545,2026-01-06T07:00:30+0300,516,454,75,431600625,False,0,0,0,0,7,750,52,75,9150
151546,2026-01-06T07:30:30+0300,675,624,75,431818500,False,0,0,1,7500,10,750,96,75,22200
151547,2026-01-06T07:45:30+0300,383,356,75,431873625,False,0,0,1,7500,4,750,41,75,13575
151548,2026-01-06T08:00:30+0300,465,395,75,432648000,False,0,0,0,0,3,750,55,75,6375
151549,2026-01-06T08:30:30+0300,859,731,75,432766125,False,0,0,2,7500,9,750,117,75,30525
